,Image,F1,Jaccard,Recall,Precision
408,archive\images\2548.png,0.929285449833395,0.867911479944675,0.913391557496361,0.945742275810098
409,archive\images\2964.png,0.6127254509018036,0.441675695196822,0.4953422438234103,0.8030203545633617
410,archive\images\2486.png,0.9205776173285198,0.8528428093645485,0.8800690250215704,0.9649952696310312
411,archive\images\964.png,0.9256198347107438,0.8615384615384616,0.8653421633554084,0.9949238578680203
412,archive\images\1316.png,0.8575949367088608,0.7506925207756233,0.811377245508982,0.9093959731543624
413,archive\images\954.png,0.918918918918919,0.85,0.9,0.9386503067484663
414,archive\images\134.png,0.9752556911910261,0.9517063747585319,0.9717291255752795,0.9788079470198675
415,archive\images\351.png,0.9821109123434705,0.9648506151142355,0.9821109123434705,0.9821109123434705
416,archive\images\1873.png,0.975158867706528,0.95152198421646,0.965675057208238,0.9848308051341891
417,archive\images\1646.png,0.8878143133462283,0.7982608695652174,0.8066783831282952,0.9870967741935484
418,archive\images\629.png,0.9103175909165707,0.8353971609785563,0.8497695852534562,0.9801559177888023
419,archive\images\2428.png,0.8659898477157361,0.7636526410026858,0.7636526410026858,1.0
420,archive\images\2473.png,0.8949563898369359,0.8098833218943033,0.9816971713810316,0.8222996515679443
421,archive\images\1846.png,0.8680445151033387,0.7668539325842697,0.9915254237288136,0.7719132893496701
422,archive\images\1895.png,0.9242310577644411,0.8591352859135286,0.969315499606609,0.8831541218637993
423,archive\images\2220.png,0.7628765792031098,0.6166535742340927,0.6181102362204725,0.9961928934010152
424,archive\images\1282.png,0.6577718478985991,0.4900596421471173,0.5025484199796126,0.9517374517374517
425,archive\images\2368.png,0.6974512743628186,0.535451197053407,0.5709376534118802,0.8959938366718028
426,archive\images\535.png,0.9641560798548094,0.9307928164695576,0.9598012646793135,0.9685505925250684
427,archive\images\140.png,0.9575070821529745,0.9184782608695652,0.9481065918653576,0.9670958512160229
428,archive\images\590.png,0.8956377691882937,0.811,0.8175403225806451,0.9902319902319903
429,archive\images\1296.png,0.6856060606060606,0.521613832853026,0.5246376811594203,0.9890710382513661
430,archive\images\2920.png,0.9296582138919515,0.8685620107128141,0.9031705227077977,0.9577464788732394
431,archive\images\402.png,0.9828020134228188,0.9661855670103093,0.9906976744186047,0.9750312109862672
432,archive\images\472.png,0.9482758620689655,0.9016393442622951,0.9874326750448833,0.912106135986733
433,archive\images\2855.png,0.522887323943662,0.3539928486293206,0.5892857142857143,0.4699367088607595
434,archive\images\1515.png,0.7780979827089337,0.6367924528301887,0.7871720116618076,0.7692307692307693
435,archive\images\1247.png,0.9610007358351729,0.9249291784702549,0.9355300859598854,0.9878971255673222
436,archive\images\2450.png,0.813810110974106,0.6860706860706861,0.8078335373317014,0.8198757763975155
437,archive\images\1333.png,0.9318181818181818,0.8723404255319149,0.8785714285714286,0.9919354838709677
438,archive\images\1582.png,0.8908474576271187,0.8031784841075794,0.8192019950124688,0.9762258543833581
439,archive\images\1897.png,0.9274495138369484,0.8647140864714087,0.9597523219814241,0.8972503617945007
440,archive\images\967.png,0.887722980062959,0.7981132075471699,0.8426294820717132,0.9379157427937915
441,archive\images\971.png,0.8733850129198967,0.7752293577981652,0.7752293577981652,1.0
442,archive\images\2007.png,0.9123463388562266,0.8388206388206388,0.8471464019851117,0.9884192240880139
443,archive\images\1684.png,0.8820678513731826,0.7890173410404624,0.8452012383900929,0.9222972972972973
444,archive\images\189.png,0.979757085020243,0.9603174603174603,0.9789644012944984,0.9805510534846029
445,archive\images\36.png,0.9331963001027749,0.8747591522157996,0.8764478764478765,0.9978021978021978
446,archive\images\55.png,0.0,0.0,0.0,0.0
447,archive\images\2898.png,0.9420989143546441,0.8905359179019384,0.9275534441805225,0.9571078431372549
448,archive\images\157.png,0.9750656167979003,0.9513444302176697,0.9854111405835544,0.964935064935065
449,archive\images\3004.png,0.0,0.0,0.0,0.0
450,archive\images\1275.png,0.9260204081632653,0.8622327790973872,0.9097744360902256,0.9428571428571428
451,archive\images\2343.png,0.9222011385199241,0.8556338028169014,0.856926952141058,0.9982394366197183
452,archive\images\434.png,0.9153005464480874,0.8438287153652393,0.9985096870342772,0.8448928121059268
453,archive\images\149.png,0.9543295579101205,0.9126484975541579,0.9717261904761905,0.9375448671931084
454,archive\images\87.png,0.8353326063249727,0.7172284644194756,0.9387254901960784,0.7524557956777996
455,archive\images\2553.png,0.8804780876494024,0.7864768683274022,0.7892857142857143,0.9954954954954955
456,archive\images\1641.png,0.8962962962962963,0.8120805369127517,0.9325626204238922,0.8627450980392157
457,archive\images\1943.png,0.8557320738514383,0.7478424015009381,0.8388047138047138,0.8733567046450482
458,archive\images\2618.png,0.8335287221570926,0.714572864321608,0.7551779075942645,0.9300196206671026
459,archive\images\981.png,0.7687348912167606,0.6243455497382199,0.6284584980237155,0.9896265560165975
460,archive\images\1729.png,0.8927556818181818,0.8062860808210391,0.8524923702950152,0.9370108087961238
461,archive\images\2911.png,0.881638846737481,0.7883310719131614,0.8658718330849479,0.8979907264296755
462,archive\images\2250.png,0.32451751250893496,0.19368600682593856,0.19368600682593856,1.0
463,archive\images\1271.png,0.0,0.0,0.0,0.0
464,archive\images\1630.png,0.9329639889196676,0.8743509865005192,0.958997722095672,0.9083063646170443
465,archive\images\1927.png,0.0,0.0,0.0,0.0
466,archive\images\1103.png,0.20689655172413793,0.11538461538461539,0.11538461538461539,1.0
467,archive\images\213.png,0.9536784741144414,0.9114583333333334,0.9628610729023384,0.9446693657219973
468,archive\images\1656.png,0.9175257731958762,0.8476190476190476,0.9368421052631579,0.898989898989899
469,archive\images\2588.png,0.6748681898066784,0.5092838196286472,0.9365853658536586,0.5274725274725275
470,archive\images\2274.png,0.8862536302032914,0.7957409821816601,0.8536130536130536,0.9214896829391042
471,archive\images\849.png,0.9387755102040817,0.8846153846153846,0.9117811278615299,0.9674170616113744
472,archive\images\2986.png,0.7195961450206517,0.5620071684587814,0.6555183946488294,0.797558494404883
473,archive\images\1588.png,0.5204117855875044,0.3517274472168906,0.35223450264296013,0.9959239130434783
474,archive\images\2688.png,0.1389937106918239,0.07468739438999662,0.26435406698564595,0.09428327645051195
475,archive\images\1234.png,0.7830045523520486,0.6433915211970075,0.9923076923076923,0.6466165413533834
476,archive\images\745.png,0.8793524740378742,0.7846824747887707,0.7964038727524204,0.9815888169110126
477,archive\images\387.png,0.9781176970469514,0.9571725571725572,0.9922413793103448,0.964390448261416
478,archive\images\103.png,0.9500324464633355,0.9048207663782447,0.9812332439678284,0.9207547169811321
479,archive\images\1742.png,0.8852459016393442,0.7941176470588235,0.8925619834710744,0.8780487804878049
480,archive\images\636.png,0.9872053872053872,0.9747340425531915,0.9905405405405405,0.9838926174496644
481,archive\images\2763.png,0.8495668154371226,0.7384755819260611,0.7530251318647223,0.9745031118249348
482,archive\images\1446.png,0.9520225776105362,0.9084380610412927,0.9980276134122288,0.9100719424460432
483,archive\images\2342.png,0.9256580850448366,0.8616047388260636,0.8913649025069638,0.9626955475330926
484,archive\images\2494.png,0.9217758985200846,0.8549019607843137,0.9159663865546218,0.9276595744680851
485,archive\images\2390.png,0.7985151577644876,0.6646069344318571,0.6781085814360771,0.970912738214644
486,archive\images\2709.png,0.0,0.0,0.0,0.0
487,archive\images\2604.png,0.8595959595959596,0.7537643932683791,0.851,0.8683673469387755
488,archive\images\412.png,0.9792935444579781,0.9594272076372315,0.9617224880382775,0.9975186104218362
489,archive\images\1097.png,0.807185628742515,0.6767068273092369,0.9796511627906976,0.6863543788187373
490,archive\images\1311.png,0.9118667591950035,0.8380102040816326,0.8433889602053916,0.9924471299093656
491,archive\images\2081.png,0.6852791878172588,0.5212355212355212,0.5465587044534413,0.9183673469387755
492,archive\images\132.png,0.9711286089238845,0.9438775510204082,0.9643788010425717,0.9779735682819384
493,archive\images\186.png,0.25,0.14285714285714285,0.14393939393939395,0.95
494,archive\images\1330.png,0.8535433070866142,0.7445054945054945,0.9748201438848921,0.7591036414565826
495,archive\images\1523.png,0.9007751937984496,0.8194640338504936,0.9340836012861736,0.8697604790419161
496,archive\images\2401.png,0.7036328871892925,0.5427728613569321,0.5463182897862233,0.9881847475832438
497,archive\images\657.png,0.9437603993344426,0.8935097668557026,0.9225764476252439,0.9659400544959128
498,archive\images\29.png,0.9615819209039548,0.926006528835691,0.9476614699331849,0.9759174311926605
499,archive\images\2579.png,0.6887254901960784,0.525233644859813,0.5770020533880903,0.8541033434650456
500,archive\images\2521.png,0.5245614035087719,0.3555291319857313,0.4550989345509893,0.6190476190476191
501,archive\images\640.png,0.93048128342246,0.87,0.8817567567567568,0.9849056603773585
502,archive\images\2058.png,0.0,0.0,0.0,0.0
503,archive\images\1981.png,0.9227871939736346,0.8566433566433567,0.9176029962546817,0.928030303030303
504,archive\images\2091.png,0.5367924528301887,0.3668600902643456,0.43685220729366603,0.6960244648318042
505,archive\images\1204.png,0.9322381930184805,0.8730769230769231,0.9227642276422764,0.941908713692946
506,archive\images\2451.png,0.42659644502962474,0.2711297071129707,0.4085750315258512,0.4462809917355372
507,archive\images\523.png,0.933829848181037,0.8758731864588931,0.8768154922001076,0.9987745098039216
508,archive\images\1393.png,0.9333333333333333,0.875,0.958904109589041,0.9090909090909091
509,archive\images\301.png,0.979388526279629,0.9596095590710199,0.9693981638898334,0.9895869489760499
510,archive\images\1477.png,0.865979381443299,0.7636363636363637,0.9859154929577465,0.7720588235294118
511,archive\images\2590.png,0.8308977035490606,0.7107142857142857,0.7107142857142857,1.0
512,archive\images\1461.png,0.8082083662194159,0.6781456953642384,0.827140549273021,0.7901234567901234
513,archive\images\1145.png,0.9291044776119403,0.867595818815331,0.8940754039497307,0.9669902912621359
514,archive\images\1312.png,0.950366151342555,0.9054263565891473,0.9636963696369637,0.9373996789727127
515,archive\images\763.png,0.9333333333333333,0.875,0.9310344827586207,0.9356435643564357
516,archive\images\2160.png,0.8800988875154512,0.7858719646799117,0.8790123456790123,0.8811881188118812
517,archive\images\2468.png,0.5494736842105263,0.3788098693759071,0.3793604651162791,0.9961832061068703
518,archive\images\2312.png,0.9296362552176506,0.8685236768802228,0.8748597081930415,0.9917302798982188
519,archive\images\1707.png,0.9396636993076162,0.8861940298507462,0.9405940594059405,0.9387351778656127
520,archive\images\248.png,0.9445865302642796,0.8949919224555735,0.9172185430463576,0.9736379613356766
521,archive\images\441.png,0.9491985873403966,0.9033092037228542,0.9836711711711712,0.9170603674540683
522,archive\images\2853.png,0.8903002309468823,0.8022892819979188,0.8398692810457516,0.9471744471744472
523,archive\images\793.png,0.7627717391304348,0.6165165824730947,0.6293721973094171,0.9679310344827586
524,archive\images\716.png,0.7529652351738241,0.6038045260741227,0.662945624774937,0.8712730714623758
525,archive\images\896.png,0.2517289073305671,0.1439873417721519,0.1439873417721519,1.0
526,archive\images\1251.png,0.9695024077046549,0.940809968847352,0.94375,0.9966996699669967
527,archive\images\1071.png,0.937799043062201,0.8828828828828829,0.8909090909090909,0.98989898989899
528,archive\images\1714.png,0.0,0.0,0.0,0.0
529,archive\images\2818.png,0.9158653846153846,0.844789356984479,0.9973821989528796,0.8466666666666667
530,archive\images\2230.png,0.0,0.0,0.0,0.0
531,archive\images\1665.png,0.0,0.0,0.0,0.0
532,archive\images\2822.png,0.8923444976076556,0.8056155507559395,0.9588688946015425,0.8344519015659956
533,archive\images\2854.png,0.22756827048114434,0.12839325018341893,0.5335365853658537,0.1446280991735537
534,archive\images\2015.png,0.853236098450319,0.7440381558028617,0.9838822704975473,0.7532188841201717
535,archive\images\2685.png,0.8640552995391705,0.7606490872210954,0.7606490872210954,1.0
536,archive\images\1309.png,0.930576070901034,0.8701657458563536,0.9936908517350158,0.875
537,archive\images\589.png,0.18855218855218855,0.10408921933085502,0.10408921933085502,1.0
538,archive\images\922.png,0.9751875360646278,0.9515765765765766,0.9802784222737819,0.9701492537313433
539,archive\images\2279.png,0.19631901840490798,0.10884353741496598,0.1100196463654224,0.9105691056910569
540,archive\images\2415.png,0.0,0.0,0.0,0.0
541,archive\images\1789.png,0.03076923076923077,0.015625,0.015625,1.0
542,archive\images\1276.png,0.9784824462061155,0.9578713968957872,0.9784824462061155,0.9784824462061155
543,archive\images\1991.png,0.781969622733954,0.6419951729686243,0.9827586206896551,0.6493083807973963
544,archive\images\215.png,0.9280915650659368,0.8658310120705663,0.8936272160996646,0.9653209109730849
545,archive\images\663.png,0.9758749575263337,0.9528865295288653,0.9650537634408602,0.9869415807560138
546,archive\images\2611.png,0.0,0.0,0.0,0.0
547,archive\images\1149.png,0.9547872340425532,0.9134860050890585,0.9276485788113695,0.9835616438356164
548,archive\images\2660.png,0.8998678996036988,0.8179634966378482,0.8996302165874274,0.9001057082452432
549,archive\images\251.png,0.9456521739130435,0.8969072164948454,0.9560439560439561,0.9354838709677419
550,archive\images\1231.png,0.8341463414634146,0.7154811715481172,0.7434782608695653,0.95
551,archive\images\2675.png,0.46380223660977044,0.30191570881226054,0.3030769230769231,0.9874686716791979
552,archive\images\1879.png,0.7659235668789809,0.6206451612903225,0.6607142857142857,0.9109848484848485
553,archive\images\1345.png,0.9038208168642952,0.8245192307692307,0.8245192307692307,1.0
554,archive\images\2164.png,0.9333895446880269,0.8750988142292491,0.8844207723035952,0.9880987801249628
555,archive\images\2302.png,0.5788643533123028,0.40732519422863483,0.8951219512195122,0.42773892773892774
556,archive\images\2630.png,0.5674362089914945,0.39609838846480067,0.39643463497453313,0.9978632478632479
557,archive\images\1067.png,0.8177966101694916,0.6917562724014337,0.8126315789473684,0.8230277185501066
558,archive\images\1002.png,0.9455587392550143,0.8967391304347826,0.9217877094972067,0.9705882352941176
559,archive\images\308.png,0.9666666666666667,0.9354838709677419,0.9529950083194676,0.980736301369863
560,archive\images\324.png,0.8052754072924748,0.674025974025974,0.9719101123595506,0.6874172185430464
561,archive\images\1235.png,0.9352750809061489,0.878419452887538,0.9537953795379538,0.9174603174603174
562,archive\images\153.png,0.9480275516593613,0.9011904761904762,0.9793014230271668,0.9186893203883495
563,archive\images\1810.png,0.8,0.6666666666666666,0.9906976744186047,0.6708661417322834
564,archive\images\1401.png,0.943778801843318,0.893542757417103,0.9429097605893186,0.9446494464944649
565,archive\images\1861.png,0.9056603773584906,0.8275862068965517,0.9018181818181819,0.9095354523227384
566,archive\images\2197.png,0.6286509040333796,0.45841784989858014,0.9797687861271677,0.46279863481228667
567,archive\images\709.png,0.7874794069192751,0.6494565217391305,0.7029411764705882,0.8951310861423221
568,archive\images\2080.png,0.0,0.0,0.0,0.0
569,archive\images\1768.png,0.9414492753623188,0.8893756845564075,0.9409038238702202,0.9419953596287703
570,archive\images\353.png,0.7896551724137931,0.6524216524216524,0.6524216524216524,1.0
571,archive\images\181.png,0.9842192691029901,0.9689288634505315,0.983402489626556,0.9850374064837906
572,archive\images\1801.png,0.8275862068965517,0.7058823529411765,0.7058823529411765,1.0
573,archive\images\865.png,0.1343784994400896,0.07202881152460984,0.07202881152460984,1.0
574,archive\images\2378.png,0.8760859625057156,0.7794955248169243,0.9024964672633067,0.8511772545535318
575,archive\images\605.png,0.9656716417910448,0.9336219336219336,0.9714714714714715,0.9599406528189911
576,archive\images\2148.png,0.9021372328458943,0.8217213114754098,0.9457547169811321,0.8623655913978494
577,archive\images\940.png,0.8955752212389381,0.8108974358974359,0.9250457038391224,0.8679245283018868
578,archive\images\545.png,0.9699042407660738,0.9415670650730412,0.9813148788927336,0.9587559161595672
579,archive\images\217.png,0.7691187181354697,0.6248520710059171,0.6624843161856964,0.9166666666666666
580,archive\images\980.png,0.0,0.0,0.0,0.0
581,archive\images\888.png,0.7469879518072289,0.5961538461538461,0.5961538461538461,1.0
582,archive\images\407.png,0.9610091743119266,0.9249448123620309,0.9363128491620112,0.9870435806831567
583,archive\images\1566.png,0.9086294416243654,0.8325581395348837,0.9572192513368984,0.8647342995169082
584,archive\images\2830.png,0.6587837837837838,0.491183879093199,0.9948979591836735,0.49242424242424243
585,archive\images\1841.png,0.0,0.0,0.0,0.0
586,archive\images\2790.png,0.5877680698967435,0.4161979752530934,0.42577675489067895,0.9487179487179487
587,archive\images\2847.png,0.8172253486665035,0.6909391808026479,0.8044315992292871,0.8304326205867727
588,archive\images\1084.png,0.9171122994652406,0.8469135802469135,0.9884726224783862,0.8553615960099751
589,archive\images\1723.png,0.9387755102040817,0.8846153846153846,0.9806201550387597,0.900355871886121
590,archive\images\2454.png,0.7207293666026872,0.5633908477119279,0.5636022514071295,0.9993346640053227
591,archive\images\1611.png,0.9031476997578692,0.8233995584988962,0.9395465994962217,0.8694638694638694
592,archive\images\1363.png,0.9519788918205805,0.9083585095669687,0.9555084745762712,0.9484752891692955
593,archive\images\2717.png,0.8802308802308803,0.7860824742268041,0.9754797441364605,0.8019281332164768
594,archive\images\33.png,0.8560235063663075,0.7482876712328768,0.7817531305903399,0.9458874458874459
595,archive\images\2496.png,0.0,0.0,0.0,0.0
596,archive\images\2169.png,0.4525862068965517,0.2924791086350975,0.29411764705882354,0.9813084112149533
597,archive\images\2222.png,0.575354609929078,0.40385812072184196,0.40894770006301195,0.9701046337817638
598,archive\images\1146.png,0.9661482159194876,0.9345132743362832,0.9530685920577617,0.9795918367346939
599,archive\images\1893.png,0.4876748834110593,0.3224669603524229,0.5184135977337111,0.46037735849056605
600,archive\images\2499.png,0.0,0.0,0.0,0.0
601,archive\images\1236.png,0.8597785977859779,0.7540453074433657,0.8381294964028777,0.8825757575757576
602,archive\images\1250.png,0.9429951690821256,0.8921389396709324,0.9155722326454033,0.9721115537848606
603,archive\images\2923.png,0.9095182138660399,0.834051724137931,0.9872448979591837,0.8431372549019608
604,archive\images\1591.png,0.5566343042071198,0.38565022421524664,0.40186915887850466,0.9052631578947369
605,archive\images\1894.png,0.0,0.0,0.0,0.0
606,archive\images\107.png,0.9550058892815076,0.9138863841298467,0.9754571703561117,0.9353945546838948
607,archive\images\1675.png,0.788785046728972,0.6512345679012346,0.8577235772357723,0.7301038062283737
608,archive\images\429.png,0.9746606334841629,0.9505736981465137,0.9598930481283422,0.9898897058823529
609,archive\images\344.png,0.9568345323741008,0.9172413793103448,0.9395604395604396,0.9747557003257329
610,archive\images\2667.png,0.8793359027571894,0.7846560846560846,0.7994609164420485,0.9769433465085638
611,archive\images\367.png,0.9724264705882353,0.9463327370304114,0.9724264705882353,0.9724264705882353
